host,issue_id,severity,issue,finding,remediation
116.229.31.81,VULN-00355,HIGH,open_port,Misconfig found,Apply patch
186.107.117.19,VULN-00356,HIGH,open_port,Misconfig found,Apply patch
43.227.239.168,VULN-00357,CRITICAL,open_port,Misconfig found,Restrict port
92.125.45.214,VULN-00358,MEDIUM,config_issue,Weak cipher detected,Restrict port
124.174.229.130,VULN-00359,CRITICAL,config_issue,Misconfig found,Restrict port
104.120.176.19,VULN-00360,HIGH,weak_cipher,Open port exposed,Restrict port
158.153.108.163,VULN-00361,HIGH,config_issue,Open port exposed,Restrict port
36.57.167.2,VULN-00362,LOW,open_port,Misconfig found,Fix config
81.93.6.21,VULN-00363,MEDIUM,open_port,Misconfig found,Restrict port
98.172.193.99,VULN-00364,MEDIUM,open_port,Open port exposed,Fix config
179.117.208.225,VULN-00365,CRITICAL,open_port,Weak cipher detected,Restrict port
197.104.109.180,VULN-00366,HIGH,open_port,Weak cipher detected,Restrict port
69.2.27.13,VULN-00367,HIGH,weak_cipher,Open port exposed,Apply patch
36.145.89.238,VULN-00368,HIGH,config_issue,Weak cipher detected,Apply patch
55.3.103.46,VULN-00369,HIGH,weak_cipher,Weak cipher detected,Apply patch
128.127.5.22,VULN-00370,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
135.197.230.22,VULN-00371,HIGH,weak_cipher,Weak cipher detected,Apply patch
145.72.173.19,VULN-00372,LOW,open_port,Open port exposed,Fix config
143.229.225.82,VULN-00373,MEDIUM,open_port,Misconfig found,Fix config
10.1.40.87,VULN-00374,LOW,open_port,Open port exposed,Apply patch
170.76.169.236,VULN-00375,CRITICAL,config_issue,Open port exposed,Restrict port
233.221.79.105,VULN-00376,LOW,weak_cipher,Misconfig found,Apply patch
248.22.203.43,VULN-00377,CRITICAL,weak_cipher,Misconfig found,Restrict port
164.219.48.201,VULN-00378,HIGH,config_issue,Misconfig found,Apply patch
97.195.126.77,VULN-00379,CRITICAL,open_port,Misconfig found,Restrict port
47.18.108.4,VULN-00380,CRITICAL,weak_cipher,Weak cipher detected,Fix config
5.158.188.17,VULN-00381,CRITICAL,config_issue,Open port exposed,Restrict port
215.74.109.242,VULN-00382,MEDIUM,weak_cipher,Misconfig found,Fix config
236.232.166.190,VULN-00383,MEDIUM,weak_cipher,Open port exposed,Restrict port
50.113.157.122,VULN-00384,MEDIUM,config_issue,Misconfig found,Restrict port
7.246.114.253,VULN-00385,CRITICAL,config_issue,Misconfig found,Restrict port
152.188.177.249,VULN-00386,MEDIUM,weak_cipher,Open port exposed,Fix config
16.91.64.89,VULN-00387,HIGH,open_port,Misconfig found,Restrict port
251.211.41.84,VULN-00388,CRITICAL,config_issue,Weak cipher detected,Restrict port
31.14.173.42,VULN-00389,LOW,open_port,Weak cipher detected,Apply patch
102.42.14.154,VULN-00390,MEDIUM,open_port,Open port exposed,Restrict port
241.8.120.38,VULN-00391,CRITICAL,config_issue,Open port exposed,Restrict port
135.74.110.172,VULN-00392,MEDIUM,config_issue,Weak cipher detected,Fix config
132.31.68.141,VULN-00393,LOW,config_issue,Weak cipher detected,Fix config
9.251.141.174,VULN-00394,MEDIUM,config_issue,Weak cipher detected,Fix config
181.158.102.146,VULN-00395,LOW,config_issue,Weak cipher detected,Restrict port
8.232.194.191,VULN-00396,CRITICAL,config_issue,Misconfig found,Apply patch
121.251.36.134,VULN-00397,LOW,open_port,Misconfig found,Apply patch
43.68.235.139,VULN-00398,MEDIUM,weak_cipher,Open port exposed,Fix config
113.51.22.54,VULN-00399,LOW,config_issue,Weak cipher detected,Fix config
247.237.68.107,VULN-00400,LOW,config_issue,Open port exposed,Fix config
3.21.188.202,VULN-00401,LOW,weak_cipher,Open port exposed,Restrict port
169.231.215.146,VULN-00402,CRITICAL,weak_cipher,Weak cipher detected,Fix config
158.197.238.183,VULN-00403,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
18.94.107.99,VULN-00404,LOW,open_port,Misconfig found,Fix config
157.81.167.204,VULN-00405,MEDIUM,open_port,Open port exposed,Apply patch
25.1.218.149,VULN-00406,LOW,config_issue,Open port exposed,Fix config
65.192.74.81,VULN-00407,LOW,weak_cipher,Open port exposed,Fix config
200.14.69.55,VULN-00408,LOW,config_issue,Open port exposed,Apply patch
184.191.95.179,VULN-00409,MEDIUM,open_port,Weak cipher detected,Apply patch
6.40.159.64,VULN-00410,LOW,config_issue,Weak cipher detected,Apply patch
8.152.209.13,VULN-00411,CRITICAL,open_port,Open port exposed,Apply patch
201.70.151.28,VULN-00412,LOW,open_port,Open port exposed,Apply patch
172.41.132.17,VULN-00413,CRITICAL,open_port,Misconfig found,Fix config
226.34.128.40,VULN-00414,LOW,weak_cipher,Weak cipher detected,Fix config
1.165.15.152,VULN-00415,CRITICAL,weak_cipher,Misconfig found,Restrict port
105.164.110.120,VULN-00416,LOW,weak_cipher,Misconfig found,Restrict port
125.157.185.24,VULN-00417,HIGH,config_issue,Open port exposed,Fix config
81.229.123.229,VULN-00418,MEDIUM,weak_cipher,Misconfig found,Apply patch
251.2.91.134,VULN-00419,MEDIUM,open_port,Open port exposed,Fix config
219.90.116.30,VULN-00420,MEDIUM,open_port,Misconfig found,Apply patch
72.7.236.119,VULN-00421,LOW,open_port,Misconfig found,Restrict port
102.17.120.3,VULN-00422,HIGH,config_issue,Weak cipher detected,Apply patch
66.161.169.245,VULN-00423,HIGH,weak_cipher,Misconfig found,Fix config
231.103.174.149,VULN-00424,MEDIUM,weak_cipher,Open port exposed,Fix config
2.70.154.206,VULN-00425,MEDIUM,config_issue,Weak cipher detected,Fix config
131.75.182.202,VULN-00426,LOW,open_port,Misconfig found,Restrict port
218.4.68.24,VULN-00427,LOW,config_issue,Misconfig found,Restrict port
195.50.113.52,VULN-00428,HIGH,weak_cipher,Misconfig found,Restrict port
107.199.115.116,VULN-00429,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
8.42.122.62,VULN-00430,LOW,config_issue,Weak cipher detected,Restrict port
184.191.178.110,VULN-00431,MEDIUM,config_issue,Open port exposed,Apply patch
69.11.86.59,VULN-00432,HIGH,config_issue,Misconfig found,Restrict port
232.135.142.38,VULN-00433,MEDIUM,weak_cipher,Open port exposed,Apply patch
116.107.177.205,VULN-00434,HIGH,weak_cipher,Open port exposed,Apply patch
108.135.14.52,VULN-00435,CRITICAL,weak_cipher,Misconfig found,Restrict port
248.82.108.124,VULN-00436,CRITICAL,open_port,Open port exposed,Restrict port
121.33.82.105,VULN-00437,HIGH,open_port,Open port exposed,Apply patch
76.199.175.97,VULN-00438,CRITICAL,weak_cipher,Misconfig found,Restrict port
54.42.224.123,VULN-00439,MEDIUM,open_port,Misconfig found,Apply patch
172.8.77.40,VULN-00440,LOW,open_port,Open port exposed,Restrict port
109.112.94.21,VULN-00441,MEDIUM,config_issue,Misconfig found,Fix config
89.233.99.32,VULN-00442,LOW,config_issue,Misconfig found,Fix config
124.180.231.187,VULN-00443,MEDIUM,weak_cipher,Misconfig found,Restrict port
40.164.68.176,VULN-00444,HIGH,open_port,Misconfig found,Restrict port
194.34.144.116,VULN-00445,LOW,config_issue,Open port exposed,Restrict port
211.214.71.97,VULN-00446,HIGH,open_port,Weak cipher detected,Fix config
239.68.113.188,VULN-00447,LOW,weak_cipher,Open port exposed,Apply patch
118.248.57.97,VULN-00448,HIGH,open_port,Open port exposed,Fix config
80.244.233.145,VULN-00449,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
9.212.19.24,VULN-00450,CRITICAL,open_port,Weak cipher detected,Apply patch
222.61.182.157,VULN-00451,MEDIUM,config_issue,Open port exposed,Fix config
16.183.212.105,VULN-00452,HIGH,config_issue,Open port exposed,Apply patch
76.178.16.108,VULN-00453,CRITICAL,config_issue,Misconfig found,Apply patch
164.220.55.147,VULN-00454,CRITICAL,config_issue,Weak cipher detected,Apply patch
146.58.36.41,VULN-00455,MEDIUM,config_issue,Weak cipher detected,Apply patch
48.5.153.154,VULN-00456,HIGH,open_port,Open port exposed,Fix config
216.145.160.164,VULN-00457,MEDIUM,open_port,Weak cipher detected,Restrict port
202.216.145.43,VULN-00458,HIGH,config_issue,Open port exposed,Restrict port
141.128.105.219,VULN-00459,HIGH,open_port,Weak cipher detected,Apply patch
62.206.122.212,VULN-00460,CRITICAL,config_issue,Weak cipher detected,Fix config
201.155.251.74,VULN-00461,CRITICAL,config_issue,Weak cipher detected,Restrict port
167.229.41.42,VULN-00462,MEDIUM,open_port,Misconfig found,Apply patch
212.142.181.87,VULN-00463,HIGH,open_port,Weak cipher detected,Restrict port
6.171.161.156,VULN-00464,MEDIUM,weak_cipher,Misconfig found,Restrict port
36.209.102.28,VULN-00465,LOW,open_port,Weak cipher detected,Fix config
157.168.85.100,VULN-00466,LOW,open_port,Open port exposed,Fix config
77.108.56.107,VULN-00467,LOW,open_port,Misconfig found,Apply patch
160.199.49.130,VULN-00468,MEDIUM,config_issue,Open port exposed,Restrict port
131.178.40.121,VULN-00469,MEDIUM,open_port,Weak cipher detected,Fix config
215.239.30.221,VULN-00470,LOW,open_port,Weak cipher detected,Restrict port
94.102.191.114,VULN-00471,MEDIUM,config_issue,Misconfig found,Fix config
151.25.61.56,VULN-00472,MEDIUM,config_issue,Weak cipher detected,Apply patch
129.75.127.30,VULN-00473,MEDIUM,open_port,Misconfig found,Fix config
72.21.144.166,VULN-00474,HIGH,open_port,Weak cipher detected,Fix config
142.154.73.159,VULN-00475,CRITICAL,config_issue,Weak cipher detected,Apply patch
37.242.20.185,VULN-00476,LOW,config_issue,Weak cipher detected,Apply patch
225.60.70.230,VULN-00477,HIGH,open_port,Misconfig found,Apply patch
50.11.203.205,VULN-00478,CRITICAL,config_issue,Weak cipher detected,Restrict port
50.55.245.16,VULN-00479,MEDIUM,weak_cipher,Weak cipher detected,Fix config
96.43.43.205,VULN-00480,LOW,weak_cipher,Open port exposed,Fix config
96.216.27.79,VULN-00481,HIGH,config_issue,Weak cipher detected,Fix config
106.177.246.207,VULN-00482,HIGH,open_port,Open port exposed,Apply patch
215.223.52.36,VULN-00483,MEDIUM,config_issue,Misconfig found,Restrict port
19.63.205.198,VULN-00484,CRITICAL,config_issue,Misconfig found,Apply patch
94.43.57.109,VULN-00485,HIGH,config_issue,Misconfig found,Apply patch
119.83.96.234,VULN-00486,LOW,open_port,Misconfig found,Apply patch
127.198.47.61,VULN-00487,LOW,config_issue,Misconfig found,Restrict port
94.90.185.100,VULN-00488,HIGH,weak_cipher,Weak cipher detected,Apply patch
228.152.187.144,VULN-00489,MEDIUM,open_port,Open port exposed,Fix config
240.172.219.4,VULN-00490,CRITICAL,open_port,Open port exposed,Apply patch
68.63.143.92,VULN-00491,MEDIUM,config_issue,Open port exposed,Fix config
118.76.142.86,VULN-00492,MEDIUM,open_port,Open port exposed,Apply patch
125.178.9.122,VULN-00493,LOW,open_port,Open port exposed,Fix config
234.84.232.141,VULN-00494,LOW,config_issue,Misconfig found,Restrict port
197.45.16.213,VULN-00495,MEDIUM,config_issue,Open port exposed,Restrict port
180.210.209.181,VULN-00496,LOW,weak_cipher,Misconfig found,Fix config
120.135.210.157,VULN-00497,MEDIUM,config_issue,Misconfig found,Apply patch
65.206.215.234,VULN-00498,LOW,config_issue,Weak cipher detected,Restrict port
126.230.93.130,VULN-00499,LOW,open_port,Weak cipher detected,Apply patch
145.127.49.220,VULN-00500,HIGH,config_issue,Open port exposed,Restrict port
152.67.118.253,VULN-00501,HIGH,weak_cipher,Weak cipher detected,Restrict port
244.105.119.253,VULN-00502,LOW,weak_cipher,Open port exposed,Restrict port
58.19.184.67,VULN-00503,CRITICAL,config_issue,Misconfig found,Apply patch
219.47.83.254,VULN-00504,LOW,weak_cipher,Weak cipher detected,Fix config
178.1.243.235,VULN-00505,LOW,config_issue,Open port exposed,Fix config
144.204.44.236,VULN-00506,LOW,open_port,Weak cipher detected,Apply patch
242.177.73.19,VULN-00507,LOW,config_issue,Open port exposed,Apply patch
18.166.244.31,VULN-00508,HIGH,weak_cipher,Misconfig found,Apply patch
67.20.226.228,VULN-00509,HIGH,config_issue,Weak cipher detected,Restrict port
243.92.94.195,VULN-00510,LOW,weak_cipher,Misconfig found,Fix config
42.72.4.93,VULN-00511,CRITICAL,weak_cipher,Open port exposed,Apply patch
127.70.6.176,VULN-00512,MEDIUM,open_port,Misconfig found,Fix config
210.47.24.215,VULN-00513,HIGH,config_issue,Weak cipher detected,Apply patch
65.240.11.211,VULN-00514,CRITICAL,open_port,Misconfig found,Apply patch
149.56.69.48,VULN-00515,CRITICAL,open_port,Open port exposed,Fix config
122.107.13.219,VULN-00516,CRITICAL,config_issue,Misconfig found,Restrict port
85.125.142.207,VULN-00517,CRITICAL,open_port,Open port exposed,Apply patch
127.66.254.20,VULN-00518,CRITICAL,open_port,Weak cipher detected,Restrict port
212.107.110.82,VULN-00519,HIGH,open_port,Misconfig found,Fix config
156.15.63.82,VULN-00520,HIGH,config_issue,Open port exposed,Fix config
236.21.156.146,VULN-00521,HIGH,config_issue,Open port exposed,Restrict port
6.39.105.125,VULN-00522,LOW,open_port,Open port exposed,Restrict port
139.233.203.150,VULN-00523,MEDIUM,weak_cipher,Misconfig found,Restrict port
168.232.136.92,VULN-00524,LOW,weak_cipher,Weak cipher detected,Apply patch
160.243.79.209,VULN-00525,LOW,weak_cipher,Open port exposed,Apply patch
52.58.41.167,VULN-00526,LOW,weak_cipher,Misconfig found,Restrict port
253.133.99.251,VULN-00527,HIGH,config_issue,Misconfig found,Restrict port
45.145.102.6,VULN-00528,HIGH,weak_cipher,Misconfig found,Restrict port
85.27.6.225,VULN-00529,MEDIUM,config_issue,Open port exposed,Fix config
227.88.225.179,VULN-00530,LOW,config_issue,Misconfig found,Apply patch
212.169.14.243,VULN-00531,HIGH,open_port,Open port exposed,Apply patch
174.138.35.178,VULN-00532,HIGH,open_port,Open port exposed,Apply patch
17.119.13.234,VULN-00533,MEDIUM,weak_cipher,Misconfig found,Apply patch
58.104.216.63,VULN-00534,HIGH,open_port,Weak cipher detected,Fix config
50.47.67.106,VULN-00535,CRITICAL,config_issue,Weak cipher detected,Apply patch
206.99.5.44,VULN-00536,HIGH,open_port,Weak cipher detected,Restrict port
37.176.146.47,VULN-00537,HIGH,open_port,Weak cipher detected,Restrict port
25.235.18.204,VULN-00538,MEDIUM,config_issue,Weak cipher detected,Fix config
249.60.175.131,VULN-00539,HIGH,weak_cipher,Open port exposed,Restrict port
9.53.108.4,VULN-00540,CRITICAL,open_port,Misconfig found,Restrict port
246.248.147.217,VULN-00541,CRITICAL,open_port,Open port exposed,Fix config
3.155.12.201,VULN-00542,MEDIUM,weak_cipher,Misconfig found,Fix config
228.178.187.134,VULN-00543,LOW,config_issue,Misconfig found,Apply patch
180.251.78.128,VULN-00544,MEDIUM,open_port,Weak cipher detected,Restrict port
44.113.116.151,VULN-00545,MEDIUM,weak_cipher,Misconfig found,Apply patch
38.137.163.127,VULN-00546,HIGH,open_port,Weak cipher detected,Apply patch
250.44.203.104,VULN-00547,LOW,weak_cipher,Open port exposed,Apply patch
188.212.31.85,VULN-00548,HIGH,config_issue,Misconfig found,Fix config
151.83.72.111,VULN-00549,HIGH,open_port,Open port exposed,Fix config
177.249.74.104,VULN-00550,MEDIUM,config_issue,Open port exposed,Restrict port
38.73.88.197,VULN-00551,CRITICAL,config_issue,Weak cipher detected,Restrict port
231.249.84.48,VULN-00552,CRITICAL,config_issue,Weak cipher detected,Apply patch
138.129.21.69,VULN-00553,MEDIUM,open_port,Misconfig found,Apply patch
251.197.126.223,VULN-00554,CRITICAL,open_port,Open port exposed,Fix config
133.177.55.232,VULN-00555,MEDIUM,open_port,Open port exposed,Fix config
118.239.165.19,VULN-00556,CRITICAL,config_issue,Open port exposed,Restrict port
148.243.127.106,VULN-00557,LOW,open_port,Misconfig found,Fix config
102.53.200.48,VULN-00558,HIGH,config_issue,Open port exposed,Fix config
49.198.233.252,VULN-00559,HIGH,open_port,Weak cipher detected,Apply patch
27.32.154.170,VULN-00560,MEDIUM,open_port,Open port exposed,Fix config
152.57.28.82,VULN-00561,CRITICAL,config_issue,Weak cipher detected,Restrict port
16.240.98.27,VULN-00562,CRITICAL,weak_cipher,Weak cipher detected,Fix config
111.227.239.238,VULN-00563,CRITICAL,config_issue,Open port exposed,Apply patch
78.230.141.208,VULN-00564,LOW,config_issue,Open port exposed,Restrict port
56.135.141.198,VULN-00565,LOW,config_issue,Open port exposed,Fix config
230.58.30.194,VULN-00566,CRITICAL,weak_cipher,Misconfig found,Restrict port
64.129.1.6,VULN-00567,MEDIUM,open_port,Misconfig found,Restrict port
159.194.215.196,VULN-00568,LOW,weak_cipher,Open port exposed,Fix config
169.62.123.241,VULN-00569,HIGH,config_issue,Weak cipher detected,Fix config
243.163.114.168,VULN-00570,HIGH,weak_cipher,Weak cipher detected,Apply patch
232.46.226.139,VULN-00571,CRITICAL,open_port,Misconfig found,Apply patch
151.72.28.66,VULN-00572,HIGH,config_issue,Misconfig found,Restrict port
27.211.245.50,VULN-00573,MEDIUM,open_port,Open port exposed,Apply patch
146.53.190.19,VULN-00574,MEDIUM,weak_cipher,Misconfig found,Restrict port
3.199.198.242,VULN-00575,HIGH,config_issue,Misconfig found,Apply patch
95.238.25.37,VULN-00576,CRITICAL,config_issue,Misconfig found,Fix config
174.85.69.192,VULN-00577,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
189.3.107.95,VULN-00578,CRITICAL,weak_cipher,Open port exposed,Fix config
228.109.59.139,VULN-00579,HIGH,weak_cipher,Misconfig found,Fix config
204.103.240.100,VULN-00580,CRITICAL,config_issue,Weak cipher detected,Restrict port
217.212.200.123,VULN-00581,MEDIUM,config_issue,Weak cipher detected,Restrict port
209.77.26.52,VULN-00582,CRITICAL,open_port,Weak cipher detected,Apply patch
144.60.58.144,VULN-00583,HIGH,weak_cipher,Open port exposed,Restrict port
22.97.200.182,VULN-00584,LOW,config_issue,Open port exposed,Fix config
37.167.110.179,VULN-00585,LOW,open_port,Misconfig found,Fix config
23.50.141.74,VULN-00586,CRITICAL,config_issue,Misconfig found,Restrict port
39.65.9.50,VULN-00587,HIGH,weak_cipher,Open port exposed,Fix config
121.75.239.126,VULN-00588,MEDIUM,open_port,Open port exposed,Apply patch
32.238.30.81,VULN-00589,MEDIUM,config_issue,Weak cipher detected,Restrict port
228.188.191.239,VULN-00590,MEDIUM,weak_cipher,Open port exposed,Apply patch
8.67.85.245,VULN-00591,MEDIUM,weak_cipher,Open port exposed,Apply patch
223.22.1.101,VULN-00592,LOW,open_port,Weak cipher detected,Restrict port
67.19.232.217,VULN-00593,CRITICAL,weak_cipher,Open port exposed,Fix config
186.105.228.118,VULN-00594,LOW,config_issue,Open port exposed,Fix config
19.143.1.55,VULN-00595,LOW,weak_cipher,Open port exposed,Fix config
131.13.192.229,VULN-00596,CRITICAL,config_issue,Weak cipher detected,Fix config
137.219.60.12,VULN-00597,MEDIUM,config_issue,Open port exposed,Apply patch
8.110.191.203,VULN-00598,HIGH,config_issue,Misconfig found,Apply patch
63.41.19.71,VULN-00599,CRITICAL,weak_cipher,Misconfig found,Apply patch
119.54.250.199,VULN-00600,HIGH,open_port,Misconfig found,Fix config
47.202.165.196,VULN-00601,LOW,weak_cipher,Open port exposed,Fix config
190.88.172.24,VULN-00602,MEDIUM,open_port,Weak cipher detected,Restrict port
93.161.180.18,VULN-00603,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
243.185.70.119,VULN-00604,CRITICAL,weak_cipher,Open port exposed,Restrict port
88.155.217.6,VULN-00605,HIGH,open_port,Misconfig found,Apply patch
238.109.32.235,VULN-00606,LOW,open_port,Misconfig found,Restrict port
198.127.179.250,VULN-00607,HIGH,open_port,Weak cipher detected,Fix config
165.64.108.110,VULN-00608,CRITICAL,config_issue,Misconfig found,Apply patch
85.187.44.96,VULN-00609,HIGH,open_port,Misconfig found,Fix config
7.59.3.85,VULN-00610,HIGH,open_port,Misconfig found,Apply patch
