host,policy_id,standard,status,detail
25.88.198.78,P-0421,ISO27001,FAIL,TLS>=1.2 enforced
145.221.142.240,P-0422,SOC2,FAIL,MFA enabled
95.129.144.77,P-0423,SOC2,PASS,MFA enabled
167.50.1.247,P-0424,ISO27001,FAIL,TLS>=1.2 enforced
151.119.237.79,P-0425,NIST-CSF,PASS,MFA enabled
235.130.22.222,P-0426,ISO27001,PASS,SSH root disabled
210.110.151.99,P-0427,SOC2,FAIL,MFA enabled
228.107.248.150,P-0428,NIST-CSF,PASS,TLS>=1.2 enforced
177.101.175.180,P-0429,ISO27001,PASS,SSH root disabled
41.1.80.159,P-0430,NIST-CSF,FAIL,SSH root disabled
23.202.120.160,P-0431,NIST-CSF,FAIL,TLS>=1.2 enforced
87.58.78.220,P-0432,SOC2,FAIL,SSH root disabled
213.86.118.191,P-0433,SOC2,FAIL,MFA enabled
145.241.109.49,P-0434,SOC2,PASS,MFA enabled
165.122.242.172,P-0435,NIST-CSF,FAIL,TLS>=1.2 enforced
177.91.125.21,P-0436,SOC2,FAIL,SSH root disabled
118.209.87.134,P-0437,SOC2,PASS,TLS>=1.2 enforced
147.117.17.157,P-0438,SOC2,FAIL,SSH root disabled
174.46.187.106,P-0439,SOC2,FAIL,SSH root disabled
125.93.183.164,P-0440,SOC2,FAIL,TLS>=1.2 enforced
8.58.123.248,P-0441,NIST-CSF,FAIL,MFA enabled
40.186.27.92,P-0442,NIST-CSF,FAIL,SSH root disabled
84.218.200.187,P-0443,NIST-CSF,FAIL,MFA enabled
42.160.102.69,P-0444,NIST-CSF,FAIL,SSH root disabled
161.138.233.189,P-0445,SOC2,FAIL,TLS>=1.2 enforced
235.201.106.144,P-0446,SOC2,PASS,TLS>=1.2 enforced
63.82.120.230,P-0447,SOC2,FAIL,SSH root disabled
146.174.247.33,P-0448,NIST-CSF,FAIL,TLS>=1.2 enforced
230.209.225.181,P-0449,SOC2,PASS,MFA enabled
151.176.190.185,P-0450,SOC2,FAIL,TLS>=1.2 enforced
146.16.99.95,P-0451,NIST-CSF,FAIL,TLS>=1.2 enforced
214.8.165.197,P-0452,ISO27001,PASS,TLS>=1.2 enforced
171.85.141.34,P-0453,NIST-CSF,FAIL,TLS>=1.2 enforced
87.145.143.213,P-0454,ISO27001,FAIL,TLS>=1.2 enforced
60.69.56.253,P-0455,ISO27001,PASS,MFA enabled
79.45.39.46,P-0456,SOC2,FAIL,TLS>=1.2 enforced
155.180.224.202,P-0457,NIST-CSF,FAIL,TLS>=1.2 enforced
4.78.129.233,P-0458,SOC2,FAIL,MFA enabled
63.180.113.21,P-0459,SOC2,PASS,SSH root disabled
132.205.208.3,P-0460,NIST-CSF,PASS,MFA enabled
201.142.135.82,P-0461,ISO27001,FAIL,TLS>=1.2 enforced
75.249.3.247,P-0462,ISO27001,PASS,MFA enabled
90.50.18.190,P-0463,NIST-CSF,PASS,SSH root disabled
251.111.217.250,P-0464,NIST-CSF,FAIL,SSH root disabled
217.71.105.209,P-0465,ISO27001,PASS,SSH root disabled
72.165.201.103,P-0466,SOC2,PASS,SSH root disabled
24.31.157.52,P-0467,ISO27001,FAIL,TLS>=1.2 enforced
83.42.33.122,P-0468,SOC2,FAIL,MFA enabled
179.72.50.136,P-0469,SOC2,FAIL,TLS>=1.2 enforced
100.160.225.160,P-0470,NIST-CSF,FAIL,TLS>=1.2 enforced
70.247.110.51,P-0471,ISO27001,PASS,SSH root disabled
90.88.70.230,P-0472,ISO27001,PASS,MFA enabled
203.96.110.1,P-0473,ISO27001,PASS,SSH root disabled
243.133.97.45,P-0474,SOC2,PASS,SSH root disabled
63.217.20.183,P-0475,SOC2,FAIL,MFA enabled
24.80.229.170,P-0476,ISO27001,PASS,SSH root disabled
200.112.129.189,P-0477,SOC2,PASS,TLS>=1.2 enforced
43.14.38.127,P-0478,NIST-CSF,PASS,MFA enabled
67.55.140.209,P-0479,SOC2,PASS,MFA enabled
227.168.25.31,P-0480,SOC2,PASS,TLS>=1.2 enforced
25.189.220.5,P-0481,NIST-CSF,PASS,MFA enabled
134.63.55.192,P-0482,NIST-CSF,PASS,SSH root disabled
86.172.243.27,P-0483,NIST-CSF,PASS,TLS>=1.2 enforced
2.2.35.37,P-0484,ISO27001,PASS,MFA enabled
71.112.248.231,P-0485,NIST-CSF,FAIL,MFA enabled
197.177.254.242,P-0486,ISO27001,PASS,MFA enabled
116.173.8.220,P-0487,NIST-CSF,FAIL,SSH root disabled
103.156.126.40,P-0488,ISO27001,FAIL,MFA enabled
124.208.144.227,P-0489,SOC2,PASS,SSH root disabled
55.218.220.251,P-0490,ISO27001,FAIL,SSH root disabled
44.46.190.124,P-0491,SOC2,PASS,SSH root disabled
95.154.159.89,P-0492,ISO27001,PASS,TLS>=1.2 enforced
118.107.74.102,P-0493,ISO27001,FAIL,SSH root disabled
87.116.71.78,P-0494,ISO27001,PASS,TLS>=1.2 enforced
122.80.214.242,P-0495,ISO27001,PASS,MFA enabled
118.226.241.27,P-0496,NIST-CSF,FAIL,SSH root disabled
185.240.208.48,P-0497,ISO27001,PASS,SSH root disabled
95.179.242.18,P-0498,SOC2,FAIL,MFA enabled
19.176.123.242,P-0499,ISO27001,FAIL,SSH root disabled
214.10.184.195,P-0500,SOC2,PASS,SSH root disabled
139.139.218.50,P-0501,ISO27001,FAIL,TLS>=1.2 enforced
66.208.101.178,P-0502,ISO27001,PASS,TLS>=1.2 enforced
254.29.177.11,P-0503,ISO27001,FAIL,MFA enabled
210.68.58.230,P-0504,SOC2,FAIL,SSH root disabled
87.220.35.36,P-0505,NIST-CSF,FAIL,TLS>=1.2 enforced
93.140.145.234,P-0506,SOC2,FAIL,MFA enabled
237.17.239.14,P-0507,NIST-CSF,PASS,SSH root disabled
65.42.197.73,P-0508,NIST-CSF,PASS,MFA enabled
48.153.159.87,P-0509,SOC2,FAIL,MFA enabled
27.9.187.133,P-0510,NIST-CSF,FAIL,TLS>=1.2 enforced
202.57.83.22,P-0511,NIST-CSF,PASS,SSH root disabled
249.182.219.120,P-0512,NIST-CSF,FAIL,TLS>=1.2 enforced
52.175.181.141,P-0513,NIST-CSF,FAIL,TLS>=1.2 enforced
122.52.21.247,P-0514,ISO27001,PASS,SSH root disabled
207.70.197.179,P-0515,NIST-CSF,FAIL,SSH root disabled
142.45.161.147,P-0516,NIST-CSF,PASS,TLS>=1.2 enforced
171.52.50.244,P-0517,ISO27001,PASS,MFA enabled
24.18.110.144,P-0518,NIST-CSF,FAIL,TLS>=1.2 enforced
175.19.250.12,P-0519,ISO27001,FAIL,SSH root disabled
194.241.172.9,P-0520,SOC2,PASS,TLS>=1.2 enforced
160.205.196.245,P-0521,ISO27001,PASS,TLS>=1.2 enforced
142.109.61.163,P-0522,ISO27001,FAIL,MFA enabled
43.240.157.210,P-0523,NIST-CSF,PASS,TLS>=1.2 enforced
119.55.252.254,P-0524,NIST-CSF,FAIL,SSH root disabled
18.225.183.176,P-0525,SOC2,PASS,SSH root disabled
226.234.158.176,P-0526,ISO27001,FAIL,TLS>=1.2 enforced
138.33.30.163,P-0527,SOC2,FAIL,TLS>=1.2 enforced
133.145.163.161,P-0528,ISO27001,PASS,SSH root disabled
130.142.92.132,P-0529,NIST-CSF,PASS,SSH root disabled
48.138.132.159,P-0530,ISO27001,PASS,TLS>=1.2 enforced
25.163.210.12,P-0531,ISO27001,FAIL,SSH root disabled
90.18.102.211,P-0532,SOC2,FAIL,SSH root disabled
164.212.164.64,P-0533,ISO27001,FAIL,MFA enabled
185.146.234.61,P-0534,NIST-CSF,PASS,SSH root disabled
170.80.202.185,P-0535,SOC2,FAIL,TLS>=1.2 enforced
56.133.230.92,P-0536,ISO27001,PASS,SSH root disabled
56.179.120.199,P-0537,ISO27001,FAIL,SSH root disabled
209.201.153.102,P-0538,ISO27001,PASS,SSH root disabled
197.97.163.75,P-0539,NIST-CSF,FAIL,TLS>=1.2 enforced
28.16.88.88,P-0540,SOC2,FAIL,SSH root disabled
205.196.36.171,P-0541,SOC2,FAIL,SSH root disabled
45.54.55.161,P-0542,SOC2,PASS,MFA enabled
239.59.176.70,P-0543,NIST-CSF,FAIL,TLS>=1.2 enforced
244.132.172.241,P-0544,NIST-CSF,FAIL,TLS>=1.2 enforced
86.8.137.41,P-0545,NIST-CSF,PASS,MFA enabled
23.199.253.164,P-0546,SOC2,PASS,MFA enabled
165.46.124.87,P-0547,SOC2,FAIL,TLS>=1.2 enforced
76.187.125.49,P-0548,ISO27001,PASS,SSH root disabled
205.32.172.176,P-0549,SOC2,FAIL,TLS>=1.2 enforced
180.167.105.53,P-0550,ISO27001,FAIL,SSH root disabled
243.146.64.34,P-0551,NIST-CSF,FAIL,MFA enabled
236.73.3.76,P-0552,ISO27001,FAIL,MFA enabled
140.10.176.161,P-0553,ISO27001,PASS,MFA enabled
240.81.75.220,P-0554,NIST-CSF,FAIL,MFA enabled
175.16.51.125,P-0555,ISO27001,PASS,TLS>=1.2 enforced
65.39.203.157,P-0556,ISO27001,PASS,MFA enabled
48.131.254.193,P-0557,SOC2,FAIL,TLS>=1.2 enforced
212.167.47.115,P-0558,ISO27001,PASS,TLS>=1.2 enforced
203.41.111.169,P-0559,ISO27001,FAIL,SSH root disabled
101.246.201.27,P-0560,ISO27001,FAIL,TLS>=1.2 enforced
239.122.9.227,P-0561,ISO27001,PASS,MFA enabled
122.251.147.49,P-0562,SOC2,FAIL,TLS>=1.2 enforced
68.83.167.242,P-0563,SOC2,FAIL,SSH root disabled
61.126.243.67,P-0564,NIST-CSF,PASS,TLS>=1.2 enforced
68.11.104.251,P-0565,SOC2,PASS,MFA enabled
54.60.113.32,P-0566,SOC2,PASS,MFA enabled
35.205.154.193,P-0567,NIST-CSF,FAIL,TLS>=1.2 enforced
244.209.35.209,P-0568,ISO27001,FAIL,SSH root disabled
237.146.209.161,P-0569,ISO27001,PASS,SSH root disabled
37.154.32.147,P-0570,NIST-CSF,FAIL,SSH root disabled
121.57.28.221,P-0571,NIST-CSF,FAIL,MFA enabled
127.125.132.3,P-0572,ISO27001,PASS,SSH root disabled
222.142.73.23,P-0573,NIST-CSF,PASS,MFA enabled
56.40.245.98,P-0574,NIST-CSF,PASS,SSH root disabled
245.72.143.85,P-0575,NIST-CSF,PASS,SSH root disabled
114.186.106.227,P-0576,NIST-CSF,PASS,MFA enabled
156.6.35.126,P-0577,NIST-CSF,PASS,MFA enabled
55.45.201.162,P-0578,SOC2,PASS,MFA enabled
135.22.65.49,P-0579,ISO27001,PASS,MFA enabled
251.19.79.85,P-0580,ISO27001,FAIL,MFA enabled
252.119.51.135,P-0581,NIST-CSF,PASS,MFA enabled
145.176.183.87,P-0582,SOC2,FAIL,SSH root disabled
89.193.14.235,P-0583,ISO27001,FAIL,TLS>=1.2 enforced
98.97.95.239,P-0584,NIST-CSF,FAIL,TLS>=1.2 enforced
17.65.15.154,P-0585,SOC2,PASS,TLS>=1.2 enforced
57.58.4.172,P-0586,NIST-CSF,PASS,SSH root disabled
240.188.22.47,P-0587,SOC2,PASS,SSH root disabled
236.6.42.98,P-0588,NIST-CSF,PASS,MFA enabled
139.62.80.160,P-0589,SOC2,PASS,SSH root disabled
44.18.40.35,P-0590,NIST-CSF,FAIL,SSH root disabled
248.34.241.104,P-0591,ISO27001,FAIL,SSH root disabled
184.172.38.230,P-0592,ISO27001,PASS,TLS>=1.2 enforced
33.222.104.22,P-0593,SOC2,FAIL,MFA enabled
32.247.73.234,P-0594,NIST-CSF,PASS,TLS>=1.2 enforced
63.20.175.36,P-0595,SOC2,FAIL,MFA enabled
11.1.136.18,P-0596,NIST-CSF,FAIL,TLS>=1.2 enforced
243.165.99.229,P-0597,ISO27001,PASS,MFA enabled
200.254.13.46,P-0598,SOC2,PASS,TLS>=1.2 enforced
157.97.22.14,P-0599,NIST-CSF,PASS,MFA enabled
88.76.60.13,P-0600,SOC2,PASS,TLS>=1.2 enforced
204.50.125.121,P-0601,NIST-CSF,PASS,MFA enabled
250.131.80.164,P-0602,NIST-CSF,PASS,TLS>=1.2 enforced
81.243.232.116,P-0603,ISO27001,FAIL,MFA enabled
188.93.35.232,P-0604,ISO27001,FAIL,TLS>=1.2 enforced
125.188.81.205,P-0605,SOC2,PASS,SSH root disabled
124.241.66.33,P-0606,ISO27001,FAIL,TLS>=1.2 enforced
142.135.240.140,P-0607,ISO27001,FAIL,MFA enabled
6.197.4.9,P-0608,SOC2,PASS,SSH root disabled
83.59.108.23,P-0609,ISO27001,FAIL,SSH root disabled
204.194.136.211,P-0610,ISO27001,FAIL,MFA enabled
76.157.102.203,P-0611,SOC2,PASS,MFA enabled
1.57.88.154,P-0612,ISO27001,FAIL,MFA enabled
251.245.240.122,P-0613,ISO27001,PASS,TLS>=1.2 enforced
37.165.118.239,P-0614,SOC2,PASS,SSH root disabled
147.61.188.61,P-0615,SOC2,FAIL,TLS>=1.2 enforced
16.51.234.153,P-0616,SOC2,FAIL,TLS>=1.2 enforced
246.27.3.144,P-0617,SOC2,FAIL,MFA enabled
174.66.142.94,P-0618,ISO27001,FAIL,MFA enabled
153.10.226.43,P-0619,NIST-CSF,FAIL,MFA enabled
29.123.160.213,P-0620,NIST-CSF,FAIL,MFA enabled
178.6.52.32,P-0621,NIST-CSF,PASS,TLS>=1.2 enforced
240.59.53.104,P-0622,SOC2,PASS,MFA enabled
125.22.48.124,P-0623,ISO27001,PASS,TLS>=1.2 enforced
70.231.85.74,P-0624,NIST-CSF,PASS,SSH root disabled
185.178.142.86,P-0625,SOC2,FAIL,TLS>=1.2 enforced
70.49.59.120,P-0626,SOC2,PASS,SSH root disabled
40.96.157.8,P-0627,SOC2,PASS,SSH root disabled
175.227.8.220,P-0628,NIST-CSF,FAIL,MFA enabled
56.204.215.172,P-0629,ISO27001,PASS,TLS>=1.2 enforced
187.184.205.29,P-0630,ISO27001,FAIL,MFA enabled
34.29.86.137,P-0631,ISO27001,FAIL,TLS>=1.2 enforced
125.123.22.207,P-0632,ISO27001,PASS,TLS>=1.2 enforced
15.169.145.13,P-0633,NIST-CSF,PASS,TLS>=1.2 enforced
240.137.24.85,P-0634,NIST-CSF,PASS,TLS>=1.2 enforced
29.213.74.122,P-0635,SOC2,FAIL,MFA enabled
141.169.5.253,P-0636,ISO27001,FAIL,SSH root disabled
72.112.83.165,P-0637,SOC2,PASS,SSH root disabled
108.185.35.183,P-0638,ISO27001,FAIL,SSH root disabled
193.92.252.25,P-0639,ISO27001,FAIL,SSH root disabled
8.39.75.141,P-0640,SOC2,FAIL,MFA enabled
134.54.213.115,P-0641,SOC2,PASS,TLS>=1.2 enforced
100.43.190.133,P-0642,NIST-CSF,FAIL,SSH root disabled
61.112.251.141,P-0643,SOC2,FAIL,SSH root disabled
8.76.186.227,P-0644,SOC2,FAIL,TLS>=1.2 enforced
183.171.247.248,P-0645,SOC2,PASS,TLS>=1.2 enforced
243.76.124.125,P-0646,SOC2,PASS,TLS>=1.2 enforced
157.249.87.219,P-0647,SOC2,PASS,MFA enabled
208.15.54.68,P-0648,SOC2,FAIL,MFA enabled
128.38.178.42,P-0649,ISO27001,FAIL,MFA enabled
116.166.64.207,P-0650,ISO27001,FAIL,MFA enabled
84.105.40.207,P-0651,ISO27001,PASS,MFA enabled
171.91.226.224,P-0652,NIST-CSF,PASS,SSH root disabled
251.201.5.149,P-0653,ISO27001,PASS,SSH root disabled
169.56.16.117,P-0654,ISO27001,FAIL,TLS>=1.2 enforced
145.149.89.65,P-0655,NIST-CSF,FAIL,MFA enabled
54.231.76.168,P-0656,NIST-CSF,PASS,MFA enabled
161.145.169.204,P-0657,ISO27001,PASS,TLS>=1.2 enforced
24.109.190.7,P-0658,ISO27001,FAIL,TLS>=1.2 enforced
216.60.34.39,P-0659,ISO27001,FAIL,MFA enabled
206.189.168.254,P-0660,SOC2,PASS,MFA enabled
53.68.16.246,P-0661,SOC2,PASS,TLS>=1.2 enforced
166.248.74.210,P-0662,NIST-CSF,FAIL,MFA enabled
236.77.253.122,P-0663,ISO27001,PASS,SSH root disabled
32.191.243.32,P-0664,SOC2,PASS,TLS>=1.2 enforced
175.147.243.79,P-0665,NIST-CSF,PASS,MFA enabled
193.1.39.158,P-0666,NIST-CSF,PASS,TLS>=1.2 enforced
236.121.15.33,P-0667,NIST-CSF,FAIL,MFA enabled
52.111.177.219,P-0668,ISO27001,PASS,MFA enabled
92.147.63.242,P-0669,NIST-CSF,FAIL,SSH root disabled
102.97.143.226,P-0670,SOC2,FAIL,TLS>=1.2 enforced
57.45.189.222,P-0671,ISO27001,FAIL,TLS>=1.2 enforced
225.251.184.247,P-0672,ISO27001,FAIL,SSH root disabled
135.115.216.97,P-0673,SOC2,PASS,TLS>=1.2 enforced
70.117.197.19,P-0674,SOC2,PASS,MFA enabled
171.17.196.201,P-0675,SOC2,FAIL,TLS>=1.2 enforced
165.42.194.128,P-0676,NIST-CSF,PASS,SSH root disabled
159.212.218.230,P-0677,SOC2,FAIL,SSH root disabled
158.179.149.128,P-0678,ISO27001,PASS,MFA enabled
75.36.196.176,P-0679,SOC2,PASS,SSH root disabled
29.177.27.22,P-0680,SOC2,PASS,MFA enabled
156.72.25.20,P-0681,NIST-CSF,FAIL,TLS>=1.2 enforced
130.234.15.131,P-0682,SOC2,FAIL,TLS>=1.2 enforced
4.66.245.140,P-0683,ISO27001,PASS,MFA enabled
219.202.148.157,P-0684,NIST-CSF,FAIL,SSH root disabled
64.244.172.48,P-0685,SOC2,FAIL,MFA enabled
108.119.66.161,P-0686,SOC2,FAIL,TLS>=1.2 enforced
17.205.46.46,P-0687,NIST-CSF,FAIL,SSH root disabled
218.206.191.161,P-0688,ISO27001,PASS,MFA enabled
178.90.17.151,P-0689,SOC2,PASS,MFA enabled
200.7.201.168,P-0690,ISO27001,PASS,MFA enabled
210.86.161.108,P-0691,ISO27001,FAIL,MFA enabled
228.160.217.250,P-0692,ISO27001,PASS,SSH root disabled
221.236.252.63,P-0693,SOC2,FAIL,MFA enabled
197.250.30.69,P-0694,SOC2,FAIL,MFA enabled
94.241.254.52,P-0695,ISO27001,FAIL,MFA enabled
194.129.98.223,P-0696,NIST-CSF,FAIL,SSH root disabled
122.239.212.51,P-0697,ISO27001,PASS,TLS>=1.2 enforced
203.156.128.175,P-0698,SOC2,FAIL,TLS>=1.2 enforced
52.71.50.87,P-0699,ISO27001,FAIL,SSH root disabled
2.239.237.16,P-0700,NIST-CSF,PASS,TLS>=1.2 enforced
67.174.209.103,P-0701,ISO27001,FAIL,MFA enabled
198.91.130.206,P-0702,NIST-CSF,PASS,TLS>=1.2 enforced
147.120.234.62,P-0703,ISO27001,PASS,SSH root disabled
115.173.171.139,P-0704,SOC2,PASS,TLS>=1.2 enforced
219.182.218.82,P-0705,SOC2,PASS,SSH root disabled
47.164.152.32,P-0706,ISO27001,FAIL,MFA enabled
244.15.133.72,P-0707,NIST-CSF,FAIL,TLS>=1.2 enforced
16.27.117.244,P-0708,SOC2,FAIL,MFA enabled
101.11.156.231,P-0709,NIST-CSF,PASS,MFA enabled
159.138.96.239,P-0710,NIST-CSF,FAIL,SSH root disabled
53.3.211.214,P-0711,SOC2,PASS,TLS>=1.2 enforced
9.79.99.217,P-0712,SOC2,PASS,SSH root disabled
127.136.247.138,P-0713,SOC2,PASS,MFA enabled
132.214.66.142,P-0714,NIST-CSF,PASS,SSH root disabled
45.117.240.216,P-0715,NIST-CSF,FAIL,MFA enabled
24.146.160.77,P-0716,SOC2,FAIL,SSH root disabled
63.81.138.151,P-0717,NIST-CSF,PASS,TLS>=1.2 enforced
127.169.40.76,P-0718,NIST-CSF,PASS,TLS>=1.2 enforced
62.246.166.209,P-0719,NIST-CSF,PASS,SSH root disabled
42.171.121.249,P-0720,NIST-CSF,PASS,TLS>=1.2 enforced
239.253.105.6,P-0721,SOC2,FAIL,SSH root disabled
119.242.96.98,P-0722,NIST-CSF,FAIL,MFA enabled
125.102.60.158,P-0723,ISO27001,FAIL,MFA enabled
31.218.253.130,P-0724,SOC2,PASS,SSH root disabled
29.16.59.165,P-0725,NIST-CSF,FAIL,MFA enabled
23.68.187.72,P-0726,SOC2,PASS,TLS>=1.2 enforced
104.166.77.173,P-0727,SOC2,FAIL,SSH root disabled
254.86.10.173,P-0728,SOC2,PASS,MFA enabled
84.223.240.179,P-0729,ISO27001,FAIL,SSH root disabled
233.96.239.104,P-0730,SOC2,FAIL,MFA enabled
88.181.139.67,P-0731,SOC2,PASS,MFA enabled
104.158.38.228,P-0732,NIST-CSF,FAIL,SSH root disabled
48.11.248.64,P-0733,ISO27001,FAIL,MFA enabled
53.27.23.59,P-0734,NIST-CSF,FAIL,TLS>=1.2 enforced
106.207.88.13,P-0735,NIST-CSF,PASS,TLS>=1.2 enforced
252.93.215.105,P-0736,NIST-CSF,PASS,TLS>=1.2 enforced
208.14.168.46,P-0737,SOC2,FAIL,SSH root disabled
145.84.164.112,P-0738,SOC2,FAIL,MFA enabled
89.37.195.199,P-0739,ISO27001,FAIL,SSH root disabled
133.134.17.185,P-0740,NIST-CSF,PASS,TLS>=1.2 enforced
54.94.14.91,P-0741,NIST-CSF,PASS,MFA enabled
31.139.239.167,P-0742,ISO27001,FAIL,TLS>=1.2 enforced
205.196.91.110,P-0743,SOC2,FAIL,SSH root disabled
112.85.40.132,P-0744,SOC2,PASS,TLS>=1.2 enforced
151.190.247.169,P-0745,ISO27001,FAIL,TLS>=1.2 enforced
14.197.207.167,P-0746,ISO27001,FAIL,SSH root disabled
202.233.133.47,P-0747,NIST-CSF,FAIL,TLS>=1.2 enforced
200.231.246.131,P-0748,ISO27001,PASS,SSH root disabled
187.10.76.172,P-0749,ISO27001,FAIL,SSH root disabled
18.105.7.24,P-0750,NIST-CSF,PASS,TLS>=1.2 enforced
179.230.203.18,P-0751,NIST-CSF,FAIL,SSH root disabled
230.173.240.31,P-0752,SOC2,PASS,TLS>=1.2 enforced
168.41.80.164,P-0753,NIST-CSF,FAIL,SSH root disabled
161.74.208.134,P-0754,NIST-CSF,FAIL,MFA enabled
91.169.244.236,P-0755,ISO27001,FAIL,SSH root disabled
151.61.10.68,P-0756,ISO27001,PASS,SSH root disabled
145.23.159.187,P-0757,SOC2,FAIL,MFA enabled
146.161.233.97,P-0758,NIST-CSF,FAIL,MFA enabled
145.208.19.246,P-0759,ISO27001,PASS,MFA enabled
178.89.90.137,P-0760,ISO27001,FAIL,TLS>=1.2 enforced
53.98.203.167,P-0761,NIST-CSF,FAIL,SSH root disabled
101.209.184.77,P-0762,ISO27001,FAIL,SSH root disabled
137.74.126.252,P-0763,SOC2,PASS,SSH root disabled
230.124.121.42,P-0764,ISO27001,FAIL,TLS>=1.2 enforced
87.127.99.117,P-0765,SOC2,FAIL,TLS>=1.2 enforced
60.172.145.138,P-0766,SOC2,PASS,MFA enabled
62.120.198.13,P-0767,NIST-CSF,FAIL,SSH root disabled
171.56.232.72,P-0768,SOC2,FAIL,TLS>=1.2 enforced
168.24.13.143,P-0769,NIST-CSF,FAIL,TLS>=1.2 enforced
61.210.21.239,P-0770,ISO27001,PASS,TLS>=1.2 enforced
239.130.187.180,P-0771,NIST-CSF,FAIL,SSH root disabled
24.45.77.178,P-0772,ISO27001,FAIL,SSH root disabled
17.68.193.185,P-0773,NIST-CSF,FAIL,SSH root disabled
218.180.225.71,P-0774,ISO27001,PASS,SSH root disabled
74.253.121.104,P-0775,NIST-CSF,FAIL,TLS>=1.2 enforced
88.159.212.57,P-0776,ISO27001,PASS,SSH root disabled
2.195.210.225,P-0777,ISO27001,FAIL,TLS>=1.2 enforced
28.55.105.18,P-0778,NIST-CSF,PASS,MFA enabled
220.168.159.193,P-0779,ISO27001,FAIL,SSH root disabled
47.190.179.52,P-0780,SOC2,FAIL,MFA enabled
244.25.242.3,P-0781,NIST-CSF,FAIL,TLS>=1.2 enforced
3.249.81.148,P-0782,NIST-CSF,PASS,SSH root disabled
66.4.113.237,P-0783,SOC2,FAIL,TLS>=1.2 enforced
95.89.162.161,P-0784,SOC2,PASS,SSH root disabled
72.185.125.223,P-0785,NIST-CSF,FAIL,MFA enabled
146.117.231.251,P-0786,ISO27001,PASS,TLS>=1.2 enforced
122.204.228.116,P-0787,ISO27001,PASS,MFA enabled
180.221.89.185,P-0788,ISO27001,PASS,SSH root disabled
199.127.134.118,P-0789,ISO27001,PASS,TLS>=1.2 enforced
92.229.181.14,P-0790,ISO27001,FAIL,MFA enabled
134.252.152.75,P-0791,ISO27001,FAIL,MFA enabled
89.137.42.154,P-0792,SOC2,PASS,SSH root disabled
208.130.22.45,P-0793,NIST-CSF,PASS,SSH root disabled
224.90.252.43,P-0794,SOC2,FAIL,MFA enabled
75.172.166.77,P-0795,NIST-CSF,PASS,SSH root disabled
52.125.19.246,P-0796,ISO27001,FAIL,SSH root disabled
176.26.224.165,P-0797,ISO27001,PASS,TLS>=1.2 enforced
156.64.199.52,P-0798,ISO27001,FAIL,TLS>=1.2 enforced
102.200.172.27,P-0799,SOC2,PASS,SSH root disabled
111.156.217.80,P-0800,SOC2,PASS,TLS>=1.2 enforced
35.229.192.235,P-0801,ISO27001,FAIL,TLS>=1.2 enforced
17.96.156.171,P-0802,NIST-CSF,FAIL,SSH root disabled
162.171.188.181,P-0803,ISO27001,PASS,SSH root disabled
30.185.232.9,P-0804,NIST-CSF,FAIL,TLS>=1.2 enforced
41.102.35.7,P-0805,SOC2,FAIL,TLS>=1.2 enforced
2.121.181.176,P-0806,SOC2,FAIL,MFA enabled
96.24.157.221,P-0807,NIST-CSF,PASS,SSH root disabled
127.110.87.214,P-0808,SOC2,PASS,SSH root disabled
10.100.201.201,P-0809,ISO27001,FAIL,TLS>=1.2 enforced
3.149.247.15,P-0810,SOC2,PASS,MFA enabled
157.141.108.133,P-0811,NIST-CSF,FAIL,MFA enabled
112.211.87.21,P-0812,NIST-CSF,PASS,SSH root disabled
55.129.234.193,P-0813,NIST-CSF,FAIL,MFA enabled
137.206.175.191,P-0814,SOC2,FAIL,TLS>=1.2 enforced
188.36.114.33,P-0815,SOC2,FAIL,SSH root disabled
234.79.35.200,P-0816,ISO27001,PASS,MFA enabled
94.116.218.179,P-0817,ISO27001,PASS,SSH root disabled
115.137.56.73,P-0818,ISO27001,FAIL,SSH root disabled
121.225.184.190,P-0819,NIST-CSF,PASS,SSH root disabled
90.239.42.125,P-0820,NIST-CSF,FAIL,SSH root disabled
234.219.121.151,P-0821,NIST-CSF,PASS,MFA enabled
95.48.143.156,P-0822,ISO27001,PASS,SSH root disabled
224.122.198.100,P-0823,SOC2,FAIL,TLS>=1.2 enforced
181.186.219.6,P-0824,NIST-CSF,PASS,SSH root disabled
103.199.50.231,P-0825,ISO27001,PASS,SSH root disabled
158.129.93.217,P-0826,SOC2,FAIL,TLS>=1.2 enforced
242.200.120.78,P-0827,SOC2,FAIL,SSH root disabled
146.116.67.180,P-0828,NIST-CSF,FAIL,SSH root disabled
116.241.81.165,P-0829,SOC2,FAIL,MFA enabled
121.1.66.15,P-0830,SOC2,PASS,SSH root disabled
163.173.171.84,P-0831,ISO27001,FAIL,TLS>=1.2 enforced
113.154.253.177,P-0832,SOC2,FAIL,SSH root disabled
244.124.205.136,P-0833,ISO27001,FAIL,SSH root disabled
211.52.37.46,P-0834,SOC2,FAIL,MFA enabled
230.146.209.146,P-0835,NIST-CSF,PASS,SSH root disabled
202.161.183.239,P-0836,ISO27001,FAIL,SSH root disabled
187.117.107.190,P-0837,ISO27001,FAIL,SSH root disabled
154.242.131.164,P-0838,NIST-CSF,FAIL,SSH root disabled
24.24.159.130,P-0839,SOC2,PASS,TLS>=1.2 enforced
44.201.57.152,P-0840,ISO27001,PASS,MFA enabled
5.227.163.143,P-0841,NIST-CSF,PASS,SSH root disabled
